"","X.1","Label","Area","Mean","StdDev","X","Y","XM","YM","BX","BY","Width","Height","Circ.","IntDen","RawIntDen","AR","Round","Solidity","Image"
"2567",28,"red_thresholded",43,255,0,530.291,584.5,530.291,584.5,526,580,8,8,0.776,10965,10965,1.223,0.818,0.843,"Group/Output/240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_WT_100X_2X_20_oir_cropped_inside_tif_corrected-2_nuc_cleared_redResults_0.csv"
"2568",29,"red_thresholded",10,255,0,92,590.7,92,590.7,90,589,4,3,1,2550,2550,1.384,0.723,0.909,"Group/Output/240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_WT_100X_2X_20_oir_cropped_inside_tif_corrected-2_nuc_cleared_redResults_0.csv"
"2569",30,"red_thresholded",10,255,0,504,614.7,504,614.7,502,613,4,3,1,2550,2550,1.384,0.723,0.909,"Group/Output/240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_WT_100X_2X_20_oir_cropped_inside_tif_corrected-2_nuc_cleared_redResults_0.csv"
"2570",31,"red_thresholded",18,255,0,144.778,623.222,144.778,623.222,142,621,5,5,0.965,4590,4590,1.153,0.867,0.857,"Group/Output/240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_WT_100X_2X_20_oir_cropped_inside_tif_corrected-2_nuc_cleared_redResults_0.csv"
"2571",32,"red_thresholded",15,255,0,363.833,659.5,363.833,659.5,361,657,5,5,0.869,3825,3825,1.184,0.845,0.789,"Group/Output/240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_WT_100X_2X_20_oir_cropped_inside_tif_corrected-2_nuc_cleared_redResults_0.csv"
"2572",33,"red_thresholded",17,255,0,286.853,668.971,286.853,668.971,284,667,5,4,1,4335,4335,1.134,0.882,0.919,"Group/Output/240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_WT_100X_2X_20_oir_cropped_inside_tif_corrected-2_nuc_cleared_redResults_0.csv"
"2573",34,"red_thresholded",10,255,0,449.5,683.7,449.5,683.7,448,682,3,4,1,2550,2550,1.236,0.809,0.909,"Group/Output/240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_WT_100X_2X_20_oir_cropped_inside_tif_corrected-2_nuc_cleared_redResults_0.csv"
"2574",35,"red_thresholded",10,255,0,441.7,771.9,441.7,771.9,440,770,4,4,0.982,2550,2550,1.587,0.63,0.8,"Group/Output/240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_WT_100X_2X_20_oir_cropped_inside_tif_corrected-2_nuc_cleared_redResults_0.csv"
"2575",36,"red_thresholded",16,255,0,171.438,778.312,171.438,778.312,169,776,5,4,0.958,4080,4080,1.261,0.793,0.889,"Group/Output/240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_WT_100X_2X_20_oir_cropped_inside_tif_corrected-2_nuc_cleared_redResults_0.csv"
"2576",37,"red_thresholded",22,255,0,225.773,824.591,225.773,824.591,223,822,6,5,0.988,5610,5610,1.475,0.678,0.88,"Group/Output/240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_WT_100X_2X_20_oir_cropped_inside_tif_corrected-2_nuc_cleared_redResults_0.csv"
"2577",38,"red_thresholded",12,255,0,59.167,837.75,59.167,837.75,57,836,4,4,1,3060,3060,1.135,0.881,0.857,"Group/Output/240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_WT_100X_2X_20_oir_cropped_inside_tif_corrected-2_nuc_cleared_redResults_0.csv"
"2578",39,"red_thresholded",12,255,0,367.333,837.333,367.333,837.333,365,836,5,3,0.967,3060,3060,1.469,0.681,0.889,"Group/Output/240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_WT_100X_2X_20_oir_cropped_inside_tif_corrected-2_nuc_cleared_redResults_0.csv"
"2579",40,"red_thresholded",10,255,0,221,925.7,221,925.7,219,924,4,3,1,2550,2550,1.384,0.723,0.909,"Group/Output/240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_WT_100X_2X_20_oir_cropped_inside_tif_corrected-2_nuc_cleared_redResults_0.csv"
"2580",1,"red_thresholded",10,255,0,374.2,24.2,374.2,24.2,372,22,4,4,0.982,2550,2550,1.241,0.806,0.8,"Group/Output/240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_WT_100X_2X_21_oir_cropped_inside_tif_corrected-1_nuc_cleared_redResults_0.csv"
"2581",2,"red_thresholded",12,255,0,448.5,97.333,448.5,97.333,447,95,3,5,0.967,3060,3060,1.631,0.613,0.889,"Group/Output/240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_WT_100X_2X_21_oir_cropped_inside_tif_corrected-1_nuc_cleared_redResults_0.csv"
"2582",3,"red_thresholded",26,255,0,482.885,214.769,482.885,214.769,479,213,8,4,0.719,6630,6630,2.336,0.428,0.881,"Group/Output/240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_WT_100X_2X_21_oir_cropped_inside_tif_corrected-1_nuc_cleared_redResults_0.csv"
"2583",4,"red_thresholded",13,255,0,111.423,229.038,111.423,229.038,109,227,5,4,1,3315,3315,1.123,0.89,0.788,"Group/Output/240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_WT_100X_2X_21_oir_cropped_inside_tif_corrected-1_nuc_cleared_redResults_0.csv"
"2584",5,"red_thresholded",12,255,0,437.917,321.25,437.917,321.25,436,319,4,4,1,3060,3060,1.281,0.78,0.857,"Group/Output/240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_WT_100X_2X_21_oir_cropped_inside_tif_corrected-1_nuc_cleared_redResults_0.csv"
"2585",6,"red_thresholded",13,255,0,865.731,388.269,865.731,388.269,863,386,5,4,0.922,3315,3315,1.42,0.704,0.812,"Group/Output/240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_WT_100X_2X_21_oir_cropped_inside_tif_corrected-1_nuc_cleared_redResults_0.csv"
"2586",7,"red_thresholded",11,255,0,525.864,453.409,525.864,453.409,524,452,4,3,1,2805,2805,1.372,0.729,0.957,"Group/Output/240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_WT_100X_2X_21_oir_cropped_inside_tif_corrected-1_nuc_cleared_redResults_0.csv"
"2587",8,"red_thresholded",11,255,0,772.318,457.318,772.318,457.318,770,455,4,4,0.976,2805,2805,1.035,0.966,0.846,"Group/Output/240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_WT_100X_2X_21_oir_cropped_inside_tif_corrected-1_nuc_cleared_redResults_0.csv"
"2588",9,"red_thresholded",19,255,0,552.816,463.553,552.816,463.553,551,461,4,6,0.796,4845,4845,1.619,0.618,0.884,"Group/Output/240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_WT_100X_2X_21_oir_cropped_inside_tif_corrected-1_nuc_cleared_redResults_0.csv"
"2589",10,"red_thresholded",16,255,0,476.938,533.75,476.938,533.75,475,531,4,5,1,4080,4080,1.234,0.81,0.889,"Group/Output/240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_WT_100X_2X_21_oir_cropped_inside_tif_corrected-1_nuc_cleared_redResults_0.csv"
"2590",11,"red_thresholded",10,255,0,442.6,617.1,442.6,617.1,441,615,4,4,0.887,2550,2550,1.327,0.754,0.8,"Group/Output/240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_WT_100X_2X_21_oir_cropped_inside_tif_corrected-1_nuc_cleared_redResults_0.csv"
"2591",12,"red_thresholded",10,255,0,680.1,643.2,680.1,643.2,678,641,4,4,0.887,2550,2550,1.363,0.734,0.769,"Group/Output/240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_WT_100X_2X_21_oir_cropped_inside_tif_corrected-1_nuc_cleared_redResults_0.csv"
"2592",13,"red_thresholded",57,255,0,607.289,647.219,607.289,647.219,601,643,12,8,0.649,14535,14535,1.985,0.504,0.781,"Group/Output/240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_WT_100X_2X_21_oir_cropped_inside_tif_corrected-1_nuc_cleared_redResults_0.csv"
"2593",14,"red_thresholded",10,255,0,453,646,453,646,451,644,4,4,0.982,2550,2550,1.316,0.76,0.769,"Group/Output/240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_WT_100X_2X_21_oir_cropped_inside_tif_corrected-1_nuc_cleared_redResults_0.csv"
"2594",15,"red_thresholded",20,255,0,401.35,664.95,401.35,664.95,398,662,6,5,0.898,5100,5100,1.414,0.707,0.851,"Group/Output/240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_WT_100X_2X_21_oir_cropped_inside_tif_corrected-1_nuc_cleared_redResults_0.csv"
"2595",16,"red_thresholded",10,255,0,424.3,701.4,424.3,701.4,422,700,4,3,1,2550,2550,1.288,0.776,0.909,"Group/Output/240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_WT_100X_2X_21_oir_cropped_inside_tif_corrected-1_nuc_cleared_redResults_0.csv"
"2596",17,"red_thresholded",17,255,0,974.382,718.971,974.382,718.971,972,716,5,6,0.82,4335,4335,1.189,0.841,0.791,"Group/Output/240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_WT_100X_2X_21_oir_cropped_inside_tif_corrected-1_nuc_cleared_redResults_0.csv"
"2597",18,"red_thresholded",25,255,0,763.66,780.14,763.66,780.14,761,777,6,6,0.896,6375,6375,1.556,0.643,0.862,"Group/Output/240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_WT_100X_2X_21_oir_cropped_inside_tif_corrected-1_nuc_cleared_redResults_0.csv"
"2598",19,"red_thresholded",10,255,0,669,844.5,669,844.5,667,843,4,3,1,2550,2550,1.551,0.645,0.909,"Group/Output/240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_WT_100X_2X_21_oir_cropped_inside_tif_corrected-1_nuc_cleared_redResults_0.csv"
"2599",20,"red_thresholded",14,255,0,780.714,929.429,780.714,929.429,778,928,6,3,0.911,3570,3570,2.03,0.493,0.903,"Group/Output/240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_WT_100X_2X_21_oir_cropped_inside_tif_corrected-1_nuc_cleared_redResults_0.csv"
"2600",1,"red_thresholded",10,255,0,374.2,24.2,374.2,24.2,372,22,4,4,0.982,2550,2550,1.241,0.806,0.8,"Group/Output/240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_WT_100X_2X_21_oir_cropped_inside_tif_corrected-2_nuc_cleared_redResults_0.csv"
"2601",2,"red_thresholded",10,255,0,317.5,80.3,317.5,80.3,316,78,3,4,1,2550,2550,1.236,0.809,0.909,"Group/Output/240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_WT_100X_2X_21_oir_cropped_inside_tif_corrected-2_nuc_cleared_redResults_0.csv"
"2602",3,"red_thresholded",16,255,0,448.75,97.188,448.75,97.188,446,95,5,5,0.927,4080,4080,1.48,0.676,0.821,"Group/Output/240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_WT_100X_2X_21_oir_cropped_inside_tif_corrected-2_nuc_cleared_redResults_0.csv"
"2603",4,"red_thresholded",14,255,0,420.786,120.714,420.786,120.714,418,119,5,4,0.911,3570,3570,1.345,0.743,0.824,"Group/Output/240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_WT_100X_2X_21_oir_cropped_inside_tif_corrected-2_nuc_cleared_redResults_0.csv"
"2604",5,"red_thresholded",10,255,0,316.3,197.5,316.3,197.5,314,196,4,3,1,2550,2550,1.236,0.809,0.909,"Group/Output/240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_WT_100X_2X_21_oir_cropped_inside_tif_corrected-2_nuc_cleared_redResults_0.csv"
"2605",6,"red_thresholded",20,255,0,482.25,214.6,482.25,214.6,479,213,7,4,0.717,5100,5100,1.708,0.586,0.833,"Group/Output/240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_WT_100X_2X_21_oir_cropped_inside_tif_corrected-2_nuc_cleared_redResults_0.csv"
"2606",7,"red_thresholded",11,255,0,111.136,228.955,111.136,228.955,109,227,4,4,1,2805,2805,1.139,0.878,0.815,"Group/Output/240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_WT_100X_2X_21_oir_cropped_inside_tif_corrected-2_nuc_cleared_redResults_0.csv"
"2607",8,"red_thresholded",10,255,0,361.7,229.5,361.7,229.5,360,228,4,3,1,2550,2550,1.236,0.809,0.909,"Group/Output/240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_WT_100X_2X_21_oir_cropped_inside_tif_corrected-2_nuc_cleared_redResults_0.csv"
"2608",9,"red_thresholded",14,255,0,605,260,605,260,603,258,4,4,1,3570,3570,1.319,0.758,0.933,"Group/Output/240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_WT_100X_2X_21_oir_cropped_inside_tif_corrected-2_nuc_cleared_redResults_0.csv"
"2609",10,"red_thresholded",13,255,0,531.423,294.115,531.423,294.115,529,292,5,4,1,3315,3315,1.489,0.672,0.788,"Group/Output/240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_WT_100X_2X_21_oir_cropped_inside_tif_corrected-2_nuc_cleared_redResults_0.csv"
"2610",11,"red_thresholded",19,255,0,459.289,296.5,459.289,296.5,457,293,5,7,0.589,4845,4845,1.6,0.625,0.704,"Group/Output/240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_WT_100X_2X_21_oir_cropped_inside_tif_corrected-2_nuc_cleared_redResults_0.csv"
"2611",12,"red_thresholded",11,255,0,475.955,308.682,475.955,308.682,474,307,4,4,0.976,2805,2805,1.45,0.689,0.846,"Group/Output/240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_WT_100X_2X_21_oir_cropped_inside_tif_corrected-2_nuc_cleared_redResults_0.csv"
"2612",13,"red_thresholded",10,255,0,437.3,321.5,437.3,321.5,435,320,4,3,1,2550,2550,1.236,0.809,0.909,"Group/Output/240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_WT_100X_2X_21_oir_cropped_inside_tif_corrected-2_nuc_cleared_redResults_0.csv"
"2613",14,"red_thresholded",12,255,0,881.167,357.75,881.167,357.75,879,356,4,4,1,3060,3060,1.135,0.881,0.857,"Group/Output/240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_WT_100X_2X_21_oir_cropped_inside_tif_corrected-2_nuc_cleared_redResults_0.csv"
"2614",15,"red_thresholded",10,255,0,804.5,384,804.5,384,803,382,3,4,1,2550,2550,1.551,0.645,0.909,"Group/Output/240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_WT_100X_2X_21_oir_cropped_inside_tif_corrected-2_nuc_cleared_redResults_0.csv"
"2615",16,"red_thresholded",16,255,0,866,388,866,388,863,386,6,4,0.927,4080,4080,1.519,0.658,0.842,"Group/Output/240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_WT_100X_2X_21_oir_cropped_inside_tif_corrected-2_nuc_cleared_redResults_0.csv"
"2616",17,"red_thresholded",10,255,0,573.8,409.6,573.8,409.6,572,407,4,5,0.709,2550,2550,2.402,0.416,0.714,"Group/Output/240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_WT_100X_2X_21_oir_cropped_inside_tif_corrected-2_nuc_cleared_redResults_0.csv"
"2617",18,"red_thresholded",15,255,0,463.5,419.567,463.5,419.567,461,417,5,5,0.869,3825,3825,1.105,0.905,0.769,"Group/Output/240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_WT_100X_2X_21_oir_cropped_inside_tif_corrected-2_nuc_cleared_redResults_0.csv"
"2618",19,"red_thresholded",14,255,0,545.429,452.643,545.429,452.643,543,451,5,4,0.993,3570,3570,1.601,0.625,0.848,"Group/Output/240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_WT_100X_2X_21_oir_cropped_inside_tif_corrected-2_nuc_cleared_redResults_0.csv"
"2619",20,"red_thresholded",10,255,0,525.8,453.3,525.8,453.3,524,452,4,3,1,2550,2550,1.559,0.641,0.909,"Group/Output/240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_WT_100X_2X_21_oir_cropped_inside_tif_corrected-2_nuc_cleared_redResults_0.csv"
"2620",21,"red_thresholded",18,255,0,772.611,457.222,772.611,457.222,770,455,5,5,1,4590,4590,1.13,0.885,0.857,"Group/Output/240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_WT_100X_2X_21_oir_cropped_inside_tif_corrected-2_nuc_cleared_redResults_0.csv"
"2621",22,"red_thresholded",19,255,0,552.816,463.553,552.816,463.553,551,461,4,6,0.796,4845,4845,1.619,0.618,0.884,"Group/Output/240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_WT_100X_2X_21_oir_cropped_inside_tif_corrected-2_nuc_cleared_redResults_0.csv"
"2622",23,"red_thresholded",52,255,0,474.288,506.077,474.288,506.077,471,501,7,10,0.811,13260,13260,1.337,0.748,0.881,"Group/Output/240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_WT_100X_2X_21_oir_cropped_inside_tif_corrected-2_nuc_cleared_redResults_0.csv"
"2623",24,"red_thresholded",10,255,0,476.5,533.7,476.5,533.7,475,532,3,4,1,2550,2550,1.236,0.809,0.909,"Group/Output/240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_WT_100X_2X_21_oir_cropped_inside_tif_corrected-2_nuc_cleared_redResults_0.csv"
"2624",25,"red_thresholded",89,255,0,584.489,612.904,584.489,612.904,578,607,13,12,0.402,22695,22695,1.182,0.846,0.706,"Group/Output/240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_WT_100X_2X_21_oir_cropped_inside_tif_corrected-2_nuc_cleared_redResults_0.csv"
"2625",26,"red_thresholded",10,255,0,442.6,617.1,442.6,617.1,441,615,4,4,0.887,2550,2550,1.327,0.754,0.8,"Group/Output/240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_WT_100X_2X_21_oir_cropped_inside_tif_corrected-2_nuc_cleared_redResults_0.csv"
"2626",27,"red_thresholded",10,255,0,680.1,643.2,680.1,643.2,678,641,4,4,0.887,2550,2550,1.363,0.734,0.769,"Group/Output/240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_WT_100X_2X_21_oir_cropped_inside_tif_corrected-2_nuc_cleared_redResults_0.csv"
"2627",28,"red_thresholded",63,255,0,607.071,647.246,607.071,647.246,600,643,13,8,0.638,16065,16065,2.056,0.486,0.783,"Group/Output/240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_WT_100X_2X_21_oir_cropped_inside_tif_corrected-2_nuc_cleared_redResults_0.csv"
"2628",29,"red_thresholded",12,255,0,452.833,646.167,452.833,646.167,450,644,5,4,0.851,3060,3060,1.389,0.72,0.774,"Group/Output/240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_WT_100X_2X_21_oir_cropped_inside_tif_corrected-2_nuc_cleared_redResults_0.csv"
"2629",30,"red_thresholded",15,255,0,784.1,651.033,784.1,651.033,781,649,6,4,0.869,3825,3825,1.367,0.732,0.789,"Group/Output/240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_WT_100X_2X_21_oir_cropped_inside_tif_corrected-2_nuc_cleared_redResults_0.csv"
"2630",31,"red_thresholded",20,255,0,401.35,664.95,401.35,664.95,398,662,6,5,0.898,5100,5100,1.414,0.707,0.851,"Group/Output/240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_WT_100X_2X_21_oir_cropped_inside_tif_corrected-2_nuc_cleared_redResults_0.csv"
"2631",32,"red_thresholded",15,255,0,804.433,681.767,804.433,681.767,802,680,5,4,1,3825,3825,1.435,0.697,0.882,"Group/Output/240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_WT_100X_2X_21_oir_cropped_inside_tif_corrected-2_nuc_cleared_redResults_0.csv"
"2632",33,"red_thresholded",10,255,0,424.3,701.4,424.3,701.4,422,700,4,3,1,2550,2550,1.288,0.776,0.909,"Group/Output/240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_WT_100X_2X_21_oir_cropped_inside_tif_corrected-2_nuc_cleared_redResults_0.csv"
"2633",34,"red_thresholded",14,255,0,734.714,704.929,734.714,704.929,732,703,5,4,0.911,3570,3570,1.292,0.774,0.824,"Group/Output/240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_WT_100X_2X_21_oir_cropped_inside_tif_corrected-2_nuc_cleared_redResults_0.csv"
"2634",35,"red_thresholded",17,255,0,974.382,718.971,974.382,718.971,972,716,5,6,0.82,4335,4335,1.189,0.841,0.791,"Group/Output/240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_WT_100X_2X_21_oir_cropped_inside_tif_corrected-2_nuc_cleared_redResults_0.csv"
"2635",36,"red_thresholded",27,255,0,851.537,761.574,851.537,761.574,848,759,7,6,0.887,6885,6885,1.379,0.725,0.831,"Group/Output/240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_WT_100X_2X_21_oir_cropped_inside_tif_corrected-2_nuc_cleared_redResults_0.csv"
"2636",37,"red_thresholded",24,255,0,918.958,774.667,918.958,774.667,916,772,6,5,1,6120,6120,1.345,0.743,0.906,"Group/Output/240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_WT_100X_2X_21_oir_cropped_inside_tif_corrected-2_nuc_cleared_redResults_0.csv"
"2637",38,"red_thresholded",13,255,0,929.5,816.5,929.5,816.5,927,815,5,3,1,3315,3315,1.735,0.576,0.929,"Group/Output/240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_WT_100X_2X_21_oir_cropped_inside_tif_corrected-2_nuc_cleared_redResults_0.csv"
"2638",39,"red_thresholded",10,255,0,669,844.5,669,844.5,667,843,4,3,1,2550,2550,1.551,0.645,0.909,"Group/Output/240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_WT_100X_2X_21_oir_cropped_inside_tif_corrected-2_nuc_cleared_redResults_0.csv"
"2639",40,"red_thresholded",22,255,0,851.364,853.818,851.364,853.818,848,851,7,5,0.84,5610,5610,1.363,0.734,0.8,"Group/Output/240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_WT_100X_2X_21_oir_cropped_inside_tif_corrected-2_nuc_cleared_redResults_0.csv"
"2640",41,"red_thresholded",12,255,0,957.583,879.333,957.583,879.333,955,877,5,4,0.851,3060,3060,1.279,0.782,0.774,"Group/Output/240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_WT_100X_2X_21_oir_cropped_inside_tif_corrected-2_nuc_cleared_redResults_0.csv"
"2641",42,"red_thresholded",15,255,0,780.633,929.567,780.633,929.567,778,928,6,4,0.869,3825,3825,1.871,0.534,0.833,"Group/Output/240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_WT_100X_2X_21_oir_cropped_inside_tif_corrected-2_nuc_cleared_redResults_0.csv"
"2642",43,"red_thresholded",10,255,0,936.5,1018,936.5,1018,935,1016,3,4,1,2550,2550,1.551,0.645,0.909,"Group/Output/240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_WT_100X_2X_21_oir_cropped_inside_tif_corrected-2_nuc_cleared_redResults_0.csv"
"2643",1,"red_thresholded",33,255,0,7.742,97.197,7.742,97.197,4,93,7,8,0.828,8415,8415,1.194,0.837,0.795,"Group/Output/240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_WT_100X_2X_3_oir_cropped_inside_tif_corrected-1_nuc_cleared_redResults_0.csv"
"2644",2,"red_thresholded",15,255,0,475.167,114.233,475.167,114.233,473,112,5,4,1,3825,3825,1.186,0.843,0.882,"Group/Output/240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_WT_100X_2X_3_oir_cropped_inside_tif_corrected-1_nuc_cleared_redResults_0.csv"
"2645",3,"red_thresholded",21,255,0,93.5,117.5,93.5,117.5,91,115,5,5,1,5355,5355,1,1,0.913,"Group/Output/240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_WT_100X_2X_3_oir_cropped_inside_tif_corrected-1_nuc_cleared_redResults_0.csv"
"2646",4,"red_thresholded",14,255,0,319.929,132.286,319.929,132.286,318,130,4,5,0.75,3570,3570,1.046,0.956,0.778,"Group/Output/240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_WT_100X_2X_3_oir_cropped_inside_tif_corrected-1_nuc_cleared_redResults_0.csv"
"2647",5,"red_thresholded",12,255,0,437.25,155.833,437.25,155.833,435,154,4,4,1,3060,3060,1.135,0.881,0.857,"Group/Output/240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_WT_100X_2X_3_oir_cropped_inside_tif_corrected-1_nuc_cleared_redResults_0.csv"
"2648",6,"red_thresholded",21,255,0,92.31,196.548,92.31,196.548,89,194,6,5,1,5355,5355,1.216,0.822,0.84,"Group/Output/240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_WT_100X_2X_3_oir_cropped_inside_tif_corrected-1_nuc_cleared_redResults_0.csv"
"2649",7,"red_thresholded",10,255,0,350.5,214.3,350.5,214.3,349,212,3,4,1,2550,2550,1.236,0.809,0.909,"Group/Output/240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_WT_100X_2X_3_oir_cropped_inside_tif_corrected-1_nuc_cleared_redResults_0.csv"
"2650",8,"red_thresholded",10,255,0,508.6,233.2,508.6,233.2,506,232,5,3,0.806,2550,2550,1.445,0.692,0.833,"Group/Output/240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_WT_100X_2X_3_oir_cropped_inside_tif_corrected-1_nuc_cleared_redResults_0.csv"
"2651",9,"red_thresholded",25,255,0,302.1,237.74,302.1,237.74,299,235,6,5,0.896,6375,6375,1.33,0.752,0.877,"Group/Output/240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_WT_100X_2X_3_oir_cropped_inside_tif_corrected-1_nuc_cleared_redResults_0.csv"
"2652",10,"red_thresholded",20,255,0,529.45,245.6,529.45,245.6,527,243,5,5,0.994,5100,5100,1.515,0.66,0.909,"Group/Output/240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_WT_100X_2X_3_oir_cropped_inside_tif_corrected-1_nuc_cleared_redResults_0.csv"
"2653",11,"red_thresholded",19,255,0,629.711,402.132,629.711,402.132,627,400,5,5,1,4845,4845,1.083,0.923,0.884,"Group/Output/240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_WT_100X_2X_3_oir_cropped_inside_tif_corrected-1_nuc_cleared_redResults_0.csv"
"2654",12,"red_thresholded",10,255,0,402,435.7,402,435.7,400,434,4,3,1,2550,2550,1.384,0.723,0.909,"Group/Output/240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_WT_100X_2X_3_oir_cropped_inside_tif_corrected-1_nuc_cleared_redResults_0.csv"
"2655",13,"red_thresholded",10,255,0,664.1,471.6,664.1,471.6,663,469,2,6,0.674,2550,2550,2.953,0.339,0.909,"Group/Output/240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_WT_100X_2X_3_oir_cropped_inside_tif_corrected-1_nuc_cleared_redResults_0.csv"
"2656",14,"red_thresholded",22,255,0,910.545,683.409,910.545,683.409,908,681,5,5,0.922,5610,5610,1.062,0.942,0.917,"Group/Output/240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_WT_100X_2X_3_oir_cropped_inside_tif_corrected-1_nuc_cleared_redResults_0.csv"
"2657",15,"red_thresholded",85,255,0,345.429,701.888,345.429,701.888,336,697,17,9,0.476,21675,21675,1.986,0.504,0.746,"Group/Output/240320_DAPI_LC3B 568_p62 647_ALDH1L1-GFP_WT_100X_2X_3_oir_cropped_inside_tif_corrected-1_nuc_cleared_redResults_0.csv"
