Image,Red Puncta Count,Green Puncta Count,Colocalized Puncta Count,Offset Used,Lower Red Threshold,Upper Red Threshold,Lower Green Threshold,Upper Green Threshold,Red Min Pixel,Green Min Pixel,Scale,Unit
Output\WT_Pair3_L2R2_1-3_sim_0_50.tif,1000,844,843,0,0.500,1.000E30,0.500,1.000E30,4,4,1,pixels
Output\WT_Pair3_L2R2_1-3_sim_0_75.tif,1000,399,398,0,0.500,1.000E30,0.500,1.000E30,4,4,1,pixels
Output\WT_Pair3_L2R2_1-3_sim_1_00.tif,998,25,24,0,0.500,1.000E30,0.500,1.000E30,4,4,1,pixels
Output\WT_Pair3_L2R2_13-15_sim_0_00.tif,1000,1000,999,0,0.500,1.000E30,0.500,1.000E30,4,4,1,pixels
Output\WT_Pair3_L2R2_13-15_sim_0_25.tif,972,809,780,0,0.500,1.000E30,0.500,1.000E30,4,4,1,pixels
Output\WT_Pair3_L2R2_13-15_sim_0_50.tif,800,601,400,0,0.500,1.000E30,0.500,1.000E30,4,4,1,pixels
Output\WT_Pair3_L2R2_13-15_sim_0_75.tif,801,482,279,0,0.500,1.000E30,0.500,1.000E30,4,4,1,pixels
Output\WT_Pair3_L2R2_13-15_sim_1_00.tif,487,400,19,0,0.500,1.000E30,0.500,1.000E30,4,4,1,pixels
Output\WT_Pair3_L2R6_1-3_sim_0_00.tif,1000,1000,999,0,0.500,1.000E30,0.500,1.000E30,4,4,1,pixels
Output\WT_Pair3_L2R6_1-3_sim_0_25.tif,1000,902,801,0,0.500,1.000E30,0.500,1.000E30,4,4,1,pixels
Output\WT_Pair3_L2R6_1-3_sim_0_50.tif,1000,733,593,0,0.500,1.000E30,0.500,1.000E30,4,4,1,pixels
Output\WT_Pair3_L2R6_1-3_sim_0_75.tif,849,230,220,0,0.500,1.000E30,0.500,1.000E30,4,4,1,pixels
Output\WT_Pair3_L2R6_1-3_sim_1_00.tif,413,495,202,0,0.500,1.000E30,0.500,1.000E30,4,4,1,pixels
Output\WT_Pair3_L2R6_13-15_sim_0_00.tif,1000,1000,999,0,0.500,1.000E30,0.500,1.000E30,4,4,1,pixels
Output\WT_Pair3_L2R6_13-15_sim_0_25.tif,1000,1000,999,0,0.500,1.000E30,0.500,1.000E30,4,4,1,pixels
Output\WT_Pair3_L2R6_13-15_sim_0_50.tif,1000,907,906,0,0.500,1.000E30,0.500,1.000E30,4,4,1,pixels
Output\WT_Pair3_L2R6_13-15_sim_0_75.tif,882,788,583,0,0.500,1.000E30,0.500,1.000E30,4,4,1,pixels
Output\WT_Pair3_L2R6_13-15_sim_1_00.tif,803,778,399,0,0.500,1.000E30,0.500,1.000E30,4,4,1,pixels
